,Subject,Unit, ,
,English,Unit 1,"Good Morning
The Magic Garden",
,,Unit 2,"Bird Talk
Nina and the Baby Sparrows",
,,Unit 3,"Little by Little
The Enormous Turnip",
,,Unit 4,"Sea Song
A Little Fish Story",
,,Unit 5,"The Balloon Man
The Yellow Butterfly",
,,Unit 6,"Trains
The Story of the Road",
,,Unit 7,"Puppy and I
Little Tiger, Big Tiger",
,,Unit 8,"What’s in the Mailbox?
My Silly Sister",
,,Unit 9,"Don’t Tell
He is My Brother",
,,Unit 10,"How Creatures Move
The Ship of the Desert",
GRADE 2,English,Course Book - Lesson 1 ,"Goldilocks and the three bears, poem - what is pink grammar? ",
,,Work Book - Lesson 1 ,Worksheet- Goldilocks and the 3 bears ,
,,Grammar Lesson 1 ,Naming Words that are Nouns,
,,CourseBook - Lesson 2,The Ant and the Grasshopper ,
,,Workbook - Lesson 2,The Ant and the Grasshopper ,
,,Grammar Lesson 2,Singular and Plural,
,,Coursebook - Lesson 3,Tina's books,
,,CourseBook - Lesson 4,Echo,
,,Workbook - worksheet 3,The test ,
,,Grammar - Lesson 4,Articles ,
,,CourseBook - Lesson 5 ,"The spiders lesson, poem - My hat",
,,Grammar Lesson 5,Pronouns ,
,,Grammar Lesson 6,Describing words are adjectives ,
,,Coursebook - Lesson 8,"The hidden gift, poem - come little leaves",
,,Grammar Lesson 7 ,Actions words are verbs ,
,,Coursebook Lesson 9 ,Things are Puzzling ,
,,Grammar Lesson 8 &9,"Verbs Present and past, Helping Verbs ",
,,Coursebook Lesson 20,"The Beach, Poem - The Moon ",
,,Grammar Lesson 10 ,Verb+ing ,
,,Grammar Lesson 11,Prepositions ,
,,Grammar Lesson 12,Sentences ,
,,Grammar Lesson 13,Linking Words ,
,,Grammar Lesson 14,Comprehension ,
,,Grammer Lesson 15 ,Composition ,
,MATHS,Chapter 1,Numbers 100-200,
,,Chapter 2,Numbers 201-1000,
,,Chapter 3 ,Additon,
,,Chapter 4 ,Subtraction ,
,,chapter 5 ,Multiplication ,
,,Chapter 6,Divison,
,,Chapter 7 ,Basic Geometry,
,,Chapter 8 ,time,
,,Chapter 9,Money,
,,Chapter 10 ,Measurement ,
,,Chapter 11,Data Handling ,
,,Chapter 12 ,Patterns ,
,EVS,Lesson 1,My family and i,
,,Lesson 2,Inside our Body,
,,Lesson 3,Food and Health,
,,Lesson 4,Houses we live in ,
,,Lesson 5,Being healthy and strong ,
,,Lesson 6 ,Games we play,
,,Lesson 8,Things around us,
,,Lesson 9,The plants ,
,COMPUTER SCIENCE ,Lesson 1,Computer a smart machine,
,,Lesson 2 ,Parts of a computer ,
,,Lesson 7,Introduction to Scratch junior,
,,Lesson 8,Animation in Scratch junior ,
,SPECIAL TELUGU,Lesson 1,Family Members,
,,Lesson 2,Varnmala ,
,,Lesson 3,Names of Fruits/ Vegetabes/Flowers,
,,Lesson 4,Names of week days,
GRADE 1,ENGLISH,Coursebook - Lesson 1,Meet my family ,
,,Coursebook - Lesson 2,"Off to school, poem - wake up time",
,,Coursebook - Lesson 3,Making new friends ,
,,Grammar ,1. Naming Words,
,,,2. Common Noun and Exact Noun (proper noun) ,
,,Coursebook - Lesson 3,Making new friends ,
,,Coursebook - Lesson 4,Let's have lunch (OTBA),
,,Grammar,1. Singular/ Plural (one/many),
,,,2. Action words ,
,,Coursebook - Lesson 5,"The rabbit and the turtle, poem - the shell",
,,Grammar ,1. Articles: a/an,
,,,2. Pronouns ,
,,Coursebook - Lesson 6,"Picnic in the woods, poem - save each drop ",
,,Grammar,Describing words  (adjectives),
,,Coursebook - Lesson 8,Thank you ,
,,Coursebook Lesson 7,The New Watchman (OTBA),
,,Grammar,1. Simple Present ,
,,,"2. Demonstrative Pronouns (This, that, These, Those)",
,,Coursebook - Lesson 9,"Brave Debby, Poem: Things I do ",
,,Grammar ,1. Place words,
,,,2. Punctuation ,
,,Coursebook - Lesson 10,"Come, let us play, poem - Ice cream time ",
,,Grammar ,1. Recap of punctuation,
,,,2. Sentences ,
,MATHEMATICS,Chapter 1,Numbers 1-9,
,,Chapter 2,Addition,
,,Chapter 3,Subtraction,
,,Chapter 4,Positions,
,,Chapter 5,Shapres ,
,,Chapter 6,Numbers 10--20,
,,Chapter 7,Numbers 21-99,
,,Chapter 8,Addition and subtraction ,
,,Chapter 9,Patterns ,
,,Chapter 10,Time ,
,,Chapter 11,Money,
,,Chapter 12,Measurement ,
,,Chapter 13,Data Handling ,
,,Chapter 14,Ordinal Numbers ,
,,Chapter 15,Multiplication ,
,EVS,Lesson 1,This is me,
,,Lesson 2,My body,
,,Lesson 3,Sense Organs ,
,,Lesson 4,My family,
,,Lesson 5,Clothes we wear,
,,Lesson 6,My neighbourhood,
,,Lesson 7,Our helping hands ,
,,Lesson 8,Our festivals ,
,,Lesson 9,Building habits ,
,,Lesson 10,Air and water / safety rules ,
,,Lesson 11,Plants around us,
,,Lesson 12,Transport ,
,,Lesson 13,Plants around us,
,,Lesson 14,Animals around us ,
,,Lesson 15,The earth,
,,Lesson 16,Weather and seasons ,
,COMPUTER SCIENCE ,Lesson 1,Computer my friend ,
,,Lesson 2,Computer A machine ,
,,Lesson 3,Uses of computer ,
,,Lesson 4,Parts of computer ,
,,Lesson 5,The Keyboard,
,,Lesson 6,Using a mouse,
,,Lesson 7,Data and storage,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Hindi,Chapter 1,"Vah Chidiya Jo","Chapter 1 Vah Chidiya Jo",
,Chapter 2,Bachpan,Chapter 2 Bachpan,
,Chapter 3,"Nadan Dost","Chapter 3 Nadan Dost",
,Chapter 4,Chand Se Thodi si Gappe,Chapter 4 Chand Se Thodi si Gappe,
,Chapter 5,"Aksharo Ka Mahatva","Chapter 5 Aksharo Ka Mahatva",
,Chapter 6,"Paar Nazar Ke","Chapter 6 Paar Nazar Ke",
,Chapter 7,"Saathi Haath Badhana","Chapter 7 Saathi Haath Badhana",
,Chapter 8,"Aise-Aise","Chapter 8 Aise-Aise",
,Chapter 9,Ticket Album,Chapter 9 Ticket Album,
,Chapter 10,Jhansi Ki Rani,Chapter 10 Jhansi Ki Rani,
,Chapter 11,Jo Dekhkar Bhi Nahi Dekhte,Chapter 11 Jo Dekhkar Bhi Nahi Dekhte,
,Chapter 12,Sansar Ek Pustak Hai,Chapter 12 Sansar Ek Pustak Hai,
,Chapter 13,"Main Sabse Choti Hoon","Chapter 13 Main Sabse Choti Hoon",
,Chapter 14,Lok Geet,Chapter 14 Lok Geet,
,Chapter 15,Naukar,Chapter 15 Naukar,
"Bal Ram Katha:",Chapter 1,Awadhpuri mein Ram,"Bal Ram Katha: Chapter 1 Awadhpuri mein Ram",
"Bal Ram Katha:",Chapter 2,"Do Vardaan","Bal Ram Katha: Chapter 2 Do Vardaan",
"Bal Ram Katha:",Chapter 3,"Ram ka Van Gaman","Bal Ram Katha: Chapter 3 Ram ka Van Gaman",
"Bal Ram Katha:",Chapter 4,"Chitrakoot mein Bharat","Bal Ram Katha: Chapter 4 Chitrakoot mein Bharat",
,,,,
French,Chapter 1,"Un coup d’œil sur la France","Chapter 1 Un coup d’œil sur la France",
,Chapter 2,Voilà le frère et la sœur de Manuel,Chapter 2 Voilà le frère et la sœur de Manuel,
,Chapter 3,"À la cafétéria","Chapter 3 À la cafétéria",
,Chapter 4,Mon pays la France,Chapter 4 Mon pays la France,
,Chapter 5,"C’est Noël","Chapter 5 C’est Noël",
,Chapter 6,"Allons à l’école","Chapter 6 Allons à l’école",
,Chapter 7,"Dans un grand magasin","Chapter 7 Dans un grand magasin",
,Chapter 8,"Les repas","Chapter 8 Les repas",
,Chapter 9,"Ma maison","Chapter 9 Ma maison",
,Chapter 10,"Une lettre de Rouen","Chapter 10 Une lettre de Rouen",
,,,,
L3 Hindi,Chapter 1,"Shram Ki Pooja","Chapter 1 Shram Ki Pooja",
,Chapter 2,"Aise The Bapu","Chapter 2 Aise The Bapu",
,Chapter 3,"Alsi Koua","Chapter 3 Alsi Koua",
,Chapter 4,"Murgaa Bola","Chapter 4 Murgaa Bola",
,Chapter 5,"Nakalchi Bandar","Chapter 5 Nakalchi Bandar",
,Chapter 6,Anushasan,Chapter 6 Anushasan,
,Chapter 7,"Chalo Bazar","Chapter 7 Chalo Bazar",
,Chapter 8,"Bolo Bachho","Chapter 8 Bolo Bachho",
,Chapter 9,"Sach Ka Inaam","Chapter 9 Sach Ka Inaam",
,Chapter 10,"Boojho Paheli","Chapter 10 Boojho Paheli",
,Chapter 11,"Suraj,Chanda Aur Tare","Chapter 11 Suraj,Chanda Aur Tare",
,Chapter 12,"Meethe Bol","Chapter 12 Meethe Bol",
,Chapter 13,"Khilounewala","Chapter 13 Khilounewala",
,Chapter 14,"Hamara Rashtreey Jhanda","Chapter 14 Hamara Rashtreey Jhanda",
,Chapter 15,Lakshmibai,Chapter 15 Lakshmibai,
,Chapter 16,"Bagule Ki Doortata","Chapter 16 Bagule Ki Doortata",
,Chapter 17,"Dharti Ka Swarg Bharat","Chapter 17 Dharti Ka Swarg Bharat",
,Chapter 18,"Sarpat Doudi Meri Gaadi","Chapter 18 Sarpat Doudi Meri Gaadi",
,Chapter 19,"Achhe Bachhe","Chapter 19 Achhe Bachhe",
,Chapter 20,"Rituyen Rang Birangi","Chapter 20 Rituyen Rang Birangi",
,,,,
"L3 Sanskrit",Chapter 1,Sanskrit shabd parichayah,Chapter 1 Sanskrit shabd parichayah,
,Chapter 3,"Pratham purushah Trishulingeshu","Chapter 3 Pratham purushah Trishulingeshu",
,Chapter 4,Madhyam purushah Ubhayalingayoho,Chapter 4 Madhyam purushah Ubhayalingayoho,
,Chapter 5,"Uttam purushah Ubhayalingayoho","Chapter 5 Uttam purushah Ubhayalingayoho",
,Chapter 6,Avyayapadani,Chapter 6 Avyayapadani,
,Chapter 7,"kartakarakah prathama vibhaktihi","Chapter 7 kartakarakah prathama vibhaktihi",
,Chapter 8,"karmakarakah Dwitiya Vibhaktihi","Chapter 8 karmakarakah Dwitiya Vibhaktihi",
,Chapter 9,"Karanakarakah Tritiy Grr- Dhatuparichayah","Chapter 9 Karanakarakah Tritiy Grr- Dhatuparichayah",
,Chapter 10,Sampradan karakaha Chaturthivibhaktihi,Chapter 10 Sampradan karakaha Chaturthivibhaktihi,
,Chapter 11,Apadankarakaha panchamivibhaktihi,Chapter 11 Apadankarakaha panchamivibhaktihi,
,Chapter 12,Sambandhkarakaha shashthivibhaktihi,Chapter 12 Sambandhkarakaha shashthivibhaktihi,
,Chapter 13,Adhikarankarakaha Saptamivibhaktihi,Chapter 13 Adhikarankarakaha Saptamivibhaktihi,
,Chapter 14,Sambodhan,Chapter 14 Sambodhan,
,Chapter 15,Lritalakar,Chapter 15 Lritalakar,
,Chapter 16,Sankhyavachinah shabdaha,Chapter 16 Sankhyavachinah shabdaha,
,,,,
"L3 Telugu",Chapter 1,Rangu Rangula poolu,Chapter 1 Rangu Rangula poolu,
,Chapter 2,Bahukamma peruddam,Chapter 2 Bahukamma peruddam,
,Chapter 3,Bathukamma Aadudam,Chapter 3 Bathukamma Aadudam,
,Chapter 4,Bathukamma Leththudam,Chapter 4 Bathukamma Leththudam,
,Chapter 5,"Poyira Gouramma","Chapter 5 Poyira Gouramma",
,Chapter 6,"Allo neradallo","Chapter 6 Allo neradallo",
,Chapter 7,"Pottelu Kannathalli","Chapter 7 Pottelu Kannathalli",
,Chapter 8,"Thane thandana","Chapter 8 Thane thandana",
,Chapter 10,"Bukkedantha buvva","Chapter 10 Bukkedantha buvva",
,Chapter 11,"Mutyala Chemma chekka","Chapter 11 Mutyala Chemma chekka",
,Chapter 12,"Erra dabbala Bandi","Chapter 12 Erra dabbala Bandi",
,Chapter 13,"O’Lachcha gummadi","Chapter 13 O’Lachcha gummadi",
,Chapter 14,"Kalla Gajja","Chapter 14 Kalla Gajja",
,Chapter 15,"Telangana Rastram","Chapter 15 Telangana Rastram",
,Chapter 16,"Thelivaina Rani","Chapter 16 Thelivaina Rani",
,Chapter 17,Kodipilla,Chapter 17 Kodipilla,
,Chapter 18,"Nayana Puli","Chapter 18 Nayana Puli",
,Chapter 19,"Telugu Nelalu","Chapter 19 Telugu Nelalu",
,Chapter 20,,,
,,,,
,,,,
"L3 French",Chapter 1,"un grand Bonjour de France","Chapter 1 un grand Bonjour de France",
,Chapter 2,Comme ci comme ça,Chapter 2 Comme ci comme ça,
,Chapter 3,"Prèsente-toi","Chapter 3 Prèsente-toi",
,Chapter 4,"je,Tu et nous","Chapter 4 je,Tu et nous",
,Chapter 5,"Qui est-ce?","Chapter 5 Qui est-ce?",
,Chapter 6,"les projets de la sem","Chapter 6 les projets de la sem",
,Chapter 7,"la Salle de jeux Gr:adjectifs pour décrire l'objet.","Chapter 7 la Salle de jeux Gr:adjectifs pour décrire l'objet.",
,Chapter 8,"J’ai des skis Gr: les articles définis","Chapter 8 J’ai des skis Gr: les articles définis",
,Chapter 10,"Je suis né Gr: Nombres et les mois","Chapter 10 Je suis né Gr: Nombres et les mois",
,Chapter 11,"Ma famille Gr: les adjectifs","Chapter 11 Ma famille Gr: les adjectifs",
,,,,
,,,,
,,,,
,,,,
Class 7,,,,
L2 Hindi,,,,
,Chapter 1,"Hum Panchi Unmukt Gagan ke","Chapter 1 Hum Panchi Unmukt Gagan ke",
,Chapter 2,"Dadi Maa","Chapter 2 Dadi Maa",
,Chapter 3,"Himalaya Ki Betiyan","Chapter 3 Himalaya Ki Betiyan",
,Chapter 4,Kathputlee,Chapter 4 Kathputlee,
,Chapter 5,Mithaiwala,Chapter 5 Mithaiwala,
,Chapter 6,"Rakt Aur Hamara Sharir","Chapter 6 Rakt Aur Hamara Sharir",
,Chapter 7,"Papa Kho Gaye","Chapter 7 Papa Kho Gaye",
,Chapter 8,"Shaam Ek Kisaan","Chapter 8 Shaam Ek Kisaan",
,Chapter 9,"Chidiya Ki Bachhi","Chapter 9 Chidiya Ki Bachhi",
,Chapter 10,"Apoorv Anubhav","Chapter 10 Apoorv Anubhav",
,Chapter 11,Raheem Ke Dohe,Chapter 11 Raheem Ke Dohe,
,Chapter 12,Kancha,Chapter 12 Kancha,
,Chapter 13,"Ek Tinka","Chapter 13 Ek Tinka",
,Chapter 14,"Khaan Paan Ki Badalti Tasveer","Chapter 14 Khaan Paan Ki Badalti Tasveer",
,Chapter 15,Neelkanth,Chapter 15 Neelkanth,
,Chapter 16,"Bhor Aur Barkha","Chapter 16 Bhor Aur Barkha",
,Chapter 17,"Veer Kunwar Singh","Chapter 17 Veer Kunwar Singh",
,Chapter 18,"Sangharsh Ke Karan MaiT unakmijaj Ho Gaya","Chapter 18 Sangharsh Ke Karan MaiT unakmijaj Ho Gaya",
,Chapter 19,"Ashram Ka Anumanit Vyay","Chapter 19 Ashram Ka Anumanit Vyay",
,Chapter 20,"Viplav Gayan","Chapter 20 Viplav Gayan",
,,, ,
,,, ,
Bal Mahabharat,Bal Mahabharat Chapter 1,"Devvrat,Bheesham Pratigya","Bal Mahabharat Chapter 1 Devvrat,Bheesham Pratigya",
,Bal Mahabharat Chapter 2,"Bheem ,Karan","Bal Mahabharat Chapter 2 Bheem ,Karan",
,,,,
,,,,
L2 French,Chapter 1,"Les monuments et les musées parisiens","Chapter 1 Les monuments et les musées parisiens",
,Chapter 2,"Les vrais amis","Chapter 2 Les vrais amis",
,Chapter 3,La vie au collège,Chapter 3 La vie au collège,
,Chapter 4,"La journée d’Elena","Chapter 4 La journée d’Elena",
,Chapter 5,"C’est par ou’ la gare?","Chapter 5 C’est par ou’ la gare?",
,Chapter 6,"Les fêtes françaises","Chapter 6 Les fêtes françaises",
,Chapter 7,"La fête de la francophonie","Chapter 7 La fête de la francophonie",
,Chapter 8,"La nouvelle génération","Chapter 8 La nouvelle génération",
,Chapter 9,"On prépare la fête","Chapter 9 On prépare la fête",
,Chapter 10,"Journée de cloture","Chapter 10 Journée de cloture",
,Chapter 11,"Qu’est-ce que tu as fait le week-end?","Chapter 11 Qu’est-ce que tu as fait le week-end?",
,Chapter 12,"J’aime lire","Chapter 12 J’aime lire",
,,,,
L2 Telugu,Chapter 1,Chaduvu,Chapter 1 Chaduvu,
,Chapter 2,Naayanamma,Chapter 2 Naayanamma,
,Chapter 3,Shatakasudha,Chapter 3 Shatakasudha,
,Chapter 4,Amma gnapakaalu,Chapter 4 Amma gnapakaalu,
,Chapter 5,"Palle andaalu","Chapter 5 Palle andaalu",
,Chapter 6,Prerana,Chapter 6 Prerana,
,Chapter 7,Shilpi,Chapter 7 Shilpi,
,Chapter 8,Graamaalaloni Vedukalu Kreedaavinodaalu,Chapter 8 Graamaalaloni Vedukalu Kreedaavinodaalu,
,Chapter 9,"Ye Kulam","Chapter 9 Ye Kulam",
,Chapter 10,"Seeta Ishtaalu","Chapter 10 Seeta Ishtaalu",
,Chapter 11,"Sreelu Pongina Jeevagadda","Chapter 11 Sreelu Pongina Jeevagadda",
,Chapter 12,"Raani Shankaramma","Chapter 12 Raani Shankaramma",
,,,,
,,,,
,,,,
L3 Telugu,Chapter 1,"Vaana devudaa","Chapter 1 Vaana devudaa",
,Chapter 2,"Baala bheemudu","Chapter 2 Baala bheemudu",
,Chapter 3,Amma,Chapter 3 Amma,
,Chapter 4,Manapandugalu,Chapter 4 Manapandugalu,
,Chapter 5,"Kaakula lekka","Chapter 5 Kaakula lekka",
,Chapter 6,Legadooda,Chapter 6 Legadooda,
,Chapter 7,Neeti andaalu,Chapter 7 Neeti andaalu,
,Chapter 8,Mathimarupu eega,Chapter 8 Mathimarupu eega,
,Chapter 9,Ememi choodaali,Chapter 9 Ememi choodaali,
,Chapter 10,Vemana Shatakam,Chapter 10 Vemana Shatakam,
,Chapter 11,Telangana raashtra chihnaalu,Chapter 11 Telangana raashtra chihnaalu,
,Chapter 12,"Thota talli","Chapter 12 Thota talli",
,Chapter 13,Mahatmudu,Chapter 13 Mahatmudu,
,Chapter 14,"Chettu koorik","Chapter 14 Chettu koorik",
,,,,
,,,,
"L3 Sanskrit",Chapter 1,Vartalapah,Chapter 1 Vartalapah,
,Chapter 2,Langaalakar prathamapurushah,Chapter 2 Langaalakar prathamapurushah,
,Chapter 3,Langaalakarh madhyampurushah,Chapter 3 Langaalakarh madhyampurushah,
,Chapter 4,Langaalakar Uttampurush,Chapter 4 Langaalakar Uttampurush,
,Chapter 5,Lotalakar Aagyarthak,Chapter 5 Lotalakar Aagyarthak,
,Chapter 6,Sankhya Gyanam,Chapter 6 Sankhya Gyanam,
,Chapter 7,"Pratyayaha ktva, tumun, lyap","Chapter 7 Pratyayaha ktva, tumun, lyap",
,Chapter 8,Suvachanani,Chapter 8 Suvachanani,
,Chapter 9,"Ekah parivarah","Chapter 9 Ekah parivarah",
,Chapter 10,Swachchhatayaha mahatvam,Chapter 10 Swachchhatayaha mahatvam,
,Chapter 11,Mahatmabuddh,Chapter 11 Mahatmabuddh,
,Chapter 12,Subhashitani,Chapter 12 Subhashitani,
,Chapter 13,Murkhah Bhrityah,Chapter 13 Murkhah Bhrityah,
,Chapter 14,"Naiv kilishtha na cha kathina","Chapter 14 Naiv kilishtha na cha kathina",
,Chapter 15,"Buddhiryasy Balam Tasy","Chapter 15 Buddhiryasy Balam Tasy",
,Chapter 16,Upasargaha,Chapter 16 Upasargaha,
,,,,
"Hindi L3",Chapter 1,Natkhat Mangroo,Chapter 1 Natkhat Mangroo,
,Chapter 2,"Swasthy Sharir","Chapter 2 Swasthy Sharir",
,Chapter 3,"Aise The Tilak","Chapter 3 Aise The Tilak",
,Chapter 4,"Siyar Aur Uth","Chapter 4 Siyar Aur Uth",
,Chapter 5,Titli,Chapter 5 Titli,
,Chapter 6,"Naya Jivan","Chapter 6 Naya Jivan",
,Chapter 7,"Chaar Mitra","Chapter 7 Chaar Mitra",
,Chapter 8,"Nanha Khargosh","Chapter 8 Nanha Khargosh",
,Chapter 9,"Bandar ki Galti","Chapter 9 Bandar ki Galti",
,Chapter 10,"Shiksha Badi Yaa Dhan","Chapter 10 Shiksha Badi Yaa Dhan",
,Chapter 11,Bachpan,Chapter 11 Bachpan,
,Chapter 12,"Kooda Mat Failao","Chapter 12 Kooda Mat Failao",
,Chapter 13,"Do Tote","Chapter 13 Do Tote",
,Chapter 14,"Netaji Subhash Chandra Bose","Chapter 14 Netaji Subhash Chandra Bose",
,Chapter 15,"Ghamand Ka Phal","Chapter 15 Ghamand Ka Phal",
,Chapter 16,"Alsi Chimpoo","Chapter 16 Alsi Chimpoo",
,Chapter 17,"Dushtata Ka Parinaam","Chapter 17 Dushtata Ka Parinaam",
,Chapter 18,"Hamare Ped Paudhe","Chapter 18 Hamare Ped Paudhe",
,Chapter 19,"Hamara Bharat","Chapter 19 Hamara Bharat",
,,,,
,,,,
,,,,
,,,,
"L3 French",Chapter 1,"Toujours les obligations",,
,Chapter 2,"Une visite inoubliable",,
,Chapter 3,"Dans le monde des enfants",,
,Chapter 4,"C’est l’heure d’aller à l’école",,
,Chapter 5,"Un bon pique-nique",,
,Chapter 6,L’invitation,,
,Chapter 7,La soirée au palais,,
,Chapter 8,"Un tour de France",,
,Chapter 9,"Bienvenue dans le monde des vêtements",,
,Chapter 10,"Quel temp fait-il?",,
